index
0
1994
859
563
891
417
509
1548
1400
393
130
1144
217
1843
568
636
1508
1339
726
599
301
1432
1595
350
909
1673
1386
764
1962
395
2039
1825
119
1794
706
1920
50
1295
674
1093
1424
388
1259
770
1687
803
1969
825
1416
531
843
966
994
36
576
1457
1174
1170
1298
1549
1161
365
772
10
1291
1470
963
845
1346
1236
1916
1558
1881
1458
338
924
371
1186
70
617
418
805
833
1936
1647
1274
257
1408
1760
904
56
131
28
468
13
998
854
362
411
1455
1827
739
341
932
1107
1336
577
1959
522
1592
62
75
140
1735
842
2010
415
1960
808
1407
1583
1244
318
1280
1049
1882
1778
1639
343
1731
263
1131
763
1385
1945
1060
1608
856
850
1819
15
478
1450
1602
150
1262
1686
1043
1498
506
747
870
2036
1035
1255
1492
776
1089
316
1656
1597
1373
1786
708
407
1163
1755
1203
735
1980
934
860
988
1904
1563
1554
1822
344
4
611
118
466
911
578
761
1018
1471
1893
1490
202
1225
1160
1684
1250
663
524
151
1991
532
602
1281
511
1399
947
590
796
1376
710
575
1807
1860
1689
839
171
1167
1801
885
1054
66
166
248
400
662
1720
117
694
725
565
64
139
98
1311
1184
1154
1120
632
1488
810
2006
1756
1865
310
683
1650
1853
245
1715
373
244
1208
1891
1497
1588
878
1520
290
1355
1381
771
669
693
677
1453
1988
135
1119
72
680
227
1984
1940
1758
360
1921
1722
823
1978
1973
615
1014
1148
1476
903
1833
2022
819
1392
1709
744
981
1264
355
734
1484
1606
1776
696
644
653
1782
1245
921
427
1653
1173
297
1559
1209
1879
77
1587
1322
293
596
445
985
1883
965
1435
30
1861
1529
1952
57
1659
1600
501
520
1068
197
1746
1862
679
487
896
1292
702
974
1278
1736
607
1441
733
226
942
433
1733
1555
868
1791
1412
1473
727
332
253
892
375
1745
816
2001
1106
1171
748
1851
138
1806
1939
1268
16
670
549
1393
890
566
295
237
201
688
1981
1103
1917
1231
1803
1206
1204
946
523
1123
795
25
1535
1227
1337
640
158
1640
215
668
1364
933
1088
828
570
633
199
718
638
82
1826
574
1593
1489
1866
1963
1383
1556
2011
452
1454
479
270
1115
1146
7
798
1425
1100
1675
255
687
356
1136
801
1157
1200
1420
1401
1598
1027
1057
984
1840
1130
392
1358
1692
52
605
641
731
14
1195
1109
252
700
405
883
953
955
1397
1912
507
1670
32
1566
564
874
266
1596
1446
643
1287
1630
1766
283
1966
908
185
692
1747
1767
1678
198
1718
703
1968
840
309
279
1293
1664
1814
1818
1915
1254
1273
654
1034
491
1823
1897
51
123
327
1197
762
1378
1636
877
2035
1507
1979
284
1266
827
1828
530
699
434
481
61
895
129
1958
1854
477
1085
1937
19
927
1205
1698
1561
1777
1347
305
888
1729
1717
658
743
1150
1528
1110
379
1217
1063
1620
92
1643
1071
1810
1668
547
162
188
1314
1930
1099
431
1911
1252
1607
251
1696
527
1557
594
353
369
386
1570
1704
2008
35
493
315
1585
1151
233
1977
695
281
779
939
1812
920
1116
1249
1842
455
366
1499
1104
179
996
97
71
256
2015
2002
1868
838
1611
243
1832
664
591
1792
1020
95
1086
53
1515
377
114
650
277
1688
1797
1181
104
623
1816
1951
1859
1067
1780
585
645
1072
189
1796
515
1609
528
719
1066
1765
1996
969
1288
533
745
1578
181
161
869
160
1090
1220
1366
193
684
89
1370
186
1761
1021
1523
17
1326
1258
1581
143
1928
65
846
1624
265
620
1584
1125
1190
1706
1663
1118
1586
1910
1082
1552
500
1440
38
1345
1835
1682
657
822
642
1619
1013
651
1299
1934
1629
1569
1657
1010
1359
548
73
1353
249
1024
2028
302
982
1872
794
1617
308
1036
1651
1126
459
831
1166
849
